Date,AAPL,AMZN,FB,GOOG,NFLX,^GSPC
2012-09-05,86.509338,246.220001,18.58,339.08902,7.851429,1403.439941
2012-09-06,87.288956,251.380005,18.959999,348.394135,8.092857,1432.119995
2012-09-07,87.827171,259.140015,18.98,351.756531,8.094286,1437.920044
2012-09-10,85.542564,257.089996,18.809999,349.076569,7.988572,1429.079956
2012-09-11,85.265068,255.669998,19.43,344.802582,8.165714,1433.560059
2012-09-12,86.452538,255.630005,20.93,344.150055,8.172857,1436.560059
2012-09-13,88.155037,260.23999,20.709999,351.701721,8.285714,1459.98999
2012-09-14,89.226341,261.269989,22,353.514954,8.645715,1465.77002
2012-09-17,90.323479,258,21.52,353.664368,8.145715,1461.189941
2012-09-18,90.598404,258.75,21.870001,357.798889,8.008572,1459.319946
2012-09-19,90.622932,261.679993,23.290001,362.391663,8.148571,1461.050049
2012-09-20,90.18409,260.809998,22.59,362.7005,8.391429,1460.26001
2012-09-21,90.363457,257.470001,22.860001,365.624542,8.255714,1460.150024
2012-09-24,89.163078,254.800003,20.790001,373.290802,8.055715,1456.890015
2012-09-25,86.936554,252.460007,20.280001,373.181213,7.685714,1441.589966
2012-09-26,85.857506,249.669998,20.620001,375.323212,7.875714,1433.319946
2012-09-27,87.94075,256.589996,20.32,376.837524,7.935714,1447.150024
2012-09-28,86.105347,254.320007,21.66,375.841248,7.777143,1440.670044
2012-10-01,85.110161,252.009995,21.99,379.467651,8.007143,1444.48999
2012-10-02,85.358002,250.600006,22.27,377.081604,8.065714,1445.75
2012-10-03,86.666817,255.919998,21.83,379.826324,8.94,1450.98999
2012-10-04,86.066612,260.470001,21.950001,382.590942,9.524285,1461.400024
2012-10-05,84.23246,258.51001,20.91,382.391693,9.508572,1460.930054
2012-10-08,82.371223,259.059998,20.4,377.505005,10.502857,1455.880005
2012-10-09,82.071747,250.960007,20.23,370.655701,9.361428,1441.47998
2012-10-10,82.724876,244.990005,19.639999,370.889801,9.357142,1432.560059
2012-10-11,81.071426,244.220001,19.75,374.336884,9.425714,1432.839966
2012-10-12,81.279243,242.360001,19.52,370.984467,9.19,1428.589966
2012-10-15,81.931084,244.179993,19.52,369.106506,9.251429,1440.130005
2012-10-16,83.871056,243.940002,19.48,370.959564,9.435715,1454.920044
2012-10-17,83.202446,247.490005,19.879999,376.334412,9.788571,1460.910034
2012-10-18,81.657455,244.850006,18.98,346.202362,9.622857,1457.339966
2012-10-19,78.714554,240,19,339.622009,9.282857,1433.189941
2012-10-22,81.836838,233.779999,19.32,338.067841,9.697143,1433.819946
2012-10-23,79.168869,234.309998,19.5,338.904694,9.745714,1413.109985
2012-10-24,79.616783,228.490005,23.23,337.385406,8.588572,1408.75
2012-10-25,78.675812,222.919998,22.559999,337.614532,8.787143,1412.969971
2012-10-26,77.960747,238.240005,21.940001,336.314423,9.94,1411.939941
2012-10-31,76.840401,232.889999,21.110001,338.879791,11.32,1412.160034
2012-11-01,76.997864,232.139999,21.209999,342.511169,11.098572,1427.589966
2012-11-02,74.449928,232.419998,21.18,342.675568,10.985714,1414.199951
2012-11-05,75.45929,234.330002,21.25,340.204834,11.177143,1417.26001
2012-11-06,75.230835,237.559998,21.17,339.587158,10.91,1428.390015
2012-11-07,72.35231,232.059998,20.469999,332.314392,11.097143,1394.530029
2012-11-08,69.726601,227.350006,19.99,324.927094,10.852858,1377.51001
2012-11-09,70.933784,226.309998,19.209999,330.277039,11.128572,1379.849976
2012-11-12,70.385323,226.470001,20.07,331.706696,11.17,1380.030029
2012-11-13,70.394394,226.600006,19.860001,328.294464,11.372857,1374.530029
2012-11-14,69.613815,222.949997,22.360001,325.05661,11.397142,1355.48999
2012-11-15,68.153778,220.600006,22.17,322.421478,11.64,1353.329956
2012-11-16,68.420891,225.229996,23.559999,322.381622,11.557143,1359.880005
2012-11-19,73.354591,229.710007,22.92,332.857361,11.622857,1386.890015
2012-11-20,72.729614,233.779999,23.1,333.73407,11.771428,1387.810059
2012-11-21,72.832069,238.029999,24.32,331.691742,11.857142,1391.030029
2012-11-23,74.10276,239.880005,24,332.737823,11.85,1409.150024
2012-11-26,76.440598,243.619995,25.940001,329.340546,11.722857,1406.290039
2012-11-27,75.824707,243.399994,26.15,334.102692,11.868571,1398.939941
2012-11-28,75.586121,247.110001,26.360001,340.558502,11.747143,1409.930054
2012-11-29,76.418556,251.270004,27.32,344.653168,11.625714,1415.949951
2012-11-30,75.889534,252.050003,28,347.881042,11.672857,1416.180054
2012-12-03,76.007523,250.330002,27.040001,346.326874,10.857142,1409.459961
2012-12-04,74.666801,252.490005,27.459999,344.224762,12.378572,1407.050049
2012-12-05,69.861458,253.960007,27.709999,342.625763,11.91,1409.280029
2012-12-06,70.957123,253.369995,26.969999,344.274567,12.31,1413.939941
2012-12-07,69.143127,253.270004,27.49,340.827484,12.282857,1418.069946
2012-12-10,68.69838,247.770004,27.84,341.430237,12.114285,1418.550049
2012-12-11,70.198608,250.690002,27.98,347.138824,12.297143,1427.839966
2012-12-12,69.88871,251.759995,27.58,347.47757,12.961429,1428.47998
2012-12-13,68.681526,251.25,28.24,350.037964,13.222857,1419.449951
2012-12-14,66.101234,249.190002,26.809999,349.669342,13.328571,1413.579956
2012-12-17,67.273369,253.860001,26.75,359.04422,13.528571,1430.359985
2012-12-18,69.227417,260.399994,27.709999,359.18866,13.662857,1446.790039
2012-12-19,68.243271,257.98999,27.41,358.71048,13.425714,1435.810059
2012-12-20,67.649422,261.5,27.360001,359.831268,13.357142,1443.689941
2012-12-21,67.338219,256.920013,26.26,356.478821,13.048572,1430.150024
2012-12-24,67.447121,258.619995,26.93,353.425262,12.89,1426.660034
2012-12-26,66.517448,248.630005,26.51,353.11145,12.95,1419.829956
2012-12-27,66.784554,248.309998,26.049999,351.826263,12.928572,1418.099976
2012-12-28,66.075279,245.179993,25.91,348.697998,12.761429,1402.430054
2012-12-31,69.003082,250.869995,26.620001,352.369232,13.227143,1426.189941
2013-01-02,71.189217,257.309998,28,360.274597,13.144286,1462.420044
2013-01-03,70.290649,258.480011,27.77,360.483826,13.798572,1459.369995
2013-01-04,68.332726,259.149994,28.76,367.607117,13.711429,1466.469971
2013-01-07,67.930763,268.459991,29.42,366.003143,14.171429,1461.890015
2013-01-08,68.113594,266.380005,29.059999,365.280823,13.88,1457.150024
2013-01-09,67.049049,266.350006,30.59,367.681824,13.701428,1461.02002
2013-01-10,67.880211,265.339996,31.299999,369.35556,14,1472.119995
2013-01-11,67.463989,267.940002,31.719999,368.613342,14.47,1472.050049
2013-01-14,65.058731,272.730011,30.950001,360.274597,14.778571,1470.680054
2013-01-15,63.006161,271.899994,30.1,361.111481,14.527143,1472.339966
2013-01-16,65.621475,268.929993,29.85,356.259644,13.925714,1472.630005
2013-01-17,65.179306,270.480011,30.139999,354.331879,13.957143,1480.939941
2013-01-18,64.831818,272.119995,29.66,350.939606,14.167143,1485.97998
2013-01-22,65.450302,270.190002,30.73,350.12265,13.972857,1492.560059
2013-01-23,66.648407,268.109985,30.82,369.36554,14.751429,1494.810059
2013-01-24,58.413467,273.459991,31.08,375.696808,20.98,1494.819946
2013-01-25,57.036427,283.98999,31.540001,375.427795,24.222857,1502.959961
2013-01-28,58.326584,276.040009,32.470001,373.963287,23.158571,1500.180054
2013-01-29,59.420944,260.350006,30.790001,375.4328,24.16,1507.839966
2013-01-30,59.234215,272.76001,31.24,375.507507,23.957144,1501.959961
2013-01-31,59.060482,265.5,30.98,376.434021,23.605715,1498.109985
2013-02-01,58.818024,265,29.73,386.351868,23.542856,1513.170044
2013-02-04,57.35281,259.980011,28.110001,378.092804,24.962856,1495.709961
2013-02-05,59.365196,266.890015,28.639999,381.440277,24.912857,1511.290039
2013-02-06,59.301662,262.220001,29.049999,383.647003,26.344286,1512.119995
2013-02-07,61.064934,260.230011,28.65,385.529938,25.994286,1509.390015
2013-02-08,61.946575,261.950012,28.549999,391.218628,25.852858,1517.930054
2013-02-11,62.592148,257.209991,28.26,389.749115,25.412857,1517.01001
2013-02-12,61.023197,258.700012,27.370001,388.892334,25.421429,1519.430054
2013-02-13,60.90712,269.470001,27.91,389.968292,26.610001,1520.329956
2013-02-14,60.852345,269.23999,28.5,392.439056,26.771429,1521.380005
2013-02-15,60.013752,265.089996,28.32,394.964569,27.072857,1519.790039
2013-02-19,59.991589,269.75,28.93,401.918518,28.064285,1530.939941
2013-02-20,58.538708,266.410004,28.459999,394.750366,26.731428,1511.949951
2013-02-21,58.174831,265.940002,27.280001,396.279633,26.735714,1502.420044
2013-02-22,58.794319,265.420013,27.129999,398.361847,25.694286,1515.599976
2013-02-25,57.749676,259.869995,27.27,393.908539,25.617144,1487.849976
2013-02-26,58.554363,259.359985,27.389999,393.589722,26.298571,1496.939941
2013-02-27,57.980515,263.25,26.870001,398.396698,26.331429,1515.98999
2013-02-28,57.567085,264.269989,27.25,399.104065,26.868572,1514.680054
2013-03-01,56.141605,265.73999,27.780001,401.589752,27.052856,1518.199951
2013-03-04,54.782627,273.109985,27.719999,409.216156,25.887142,1525.199951
2013-03-05,56.228977,275.589996,27.52,417.734222,25.961428,1539.790039
2013-03-06,55.514275,273.790009,27.450001,414.137695,26.134285,1541.459961
2013-03-07,56.155945,273.880005,28.58,414.745422,25.937143,1544.26001
2013-03-08,56.304623,274.190002,27.959999,414.207458,26.385714,1551.180054
2013-03-11,57.106697,271.23999,28.139999,415.851288,25.778572,1556.219971
2013-03-12,55.875538,274.130005,27.83,412.259735,26.015715,1552.47998
2013-03-13,55.865105,275.100006,27.08,411.114044,27.48,1554.52002
2013-03-14,56.406349,265.73999,27.040001,409.236084,26.91,1563.22998
2013-03-15,57.861835,261.820007,26.65,405.629608,26.407143,1560.699951
2013-03-18,59.434692,257.890015,26.49,402.386749,26.512857,1552.099976
2013-03-19,59.274273,256.410004,26.549999,404.145172,25.91,1548.339966
2013-03-20,58.959965,257.279999,25.860001,405.833832,26.15,1558.709961
2013-03-21,59.044731,253.389999,25.74,404.115265,25.998571,1545.800049
2013-03-22,60.241993,257.75,25.73,403.642059,25.9,1556.890015
2013-03-25,60.459785,256.019989,25.129999,403.308289,25.827143,1551.689941
2013-03-26,60.141571,260.309998,25.209999,404.693115,27.23,1563.77002
2013-03-27,58.959965,265.299988,26.09,399.831329,27.177143,1562.849976
2013-03-28,57.731411,266.48999,25.58,395.612152,27.040001,1569.189941
2013-04-01,55.938145,261.609985,25.530001,399.099091,26.061428,1562.170044
2013-04-02,56.052906,263.320007,25.42,405.001953,25.241428,1570.25
2013-04-03,56.339832,259.029999,26.25,401.594727,24.248571,1553.689941
2013-04-04,55.78294,259.079987,27.07,396.050507,23.812857,1559.97998
2013-04-05,55.193451,255.479996,27.389999,390.062958,23.522858,1553.280029
2013-04-08,55.586014,258.950012,26.85,385.978271,23.294285,1563.069946
2013-04-09,55.686432,261.140015,26.59,387.373016,24.194286,1568.609985
2013-04-10,56.82238,264.769989,27.57,393.614624,23.724285,1587.72998
2013-04-11,56.645012,269.850006,28.02,393.719238,24.715714,1593.369995
2013-04-12,56.054222,272.869995,27.4,393.549866,24.742857,1588.849976
2013-04-15,54.756546,267.720001,26.52,389.505035,25.214285,1552.359985
2013-04-16,55.589924,272.339996,26.92,395.203674,25.121429,1574.569946
2013-04-17,52.532906,267.399994,26.629999,389.818878,24.194286,1552.01001
2013-04-18,51.130882,259.420013,25.690001,381.524963,23.402857,1541.609985
2013-04-19,50.932652,260.320007,25.73,398.441528,23.338572,1555.25
2013-04-22,51.99427,263.549988,25.969999,398.561096,24.91,1562.5
2013-04-23,52.96719,268.899994,25.98,402.441559,30.998571,1578.780029
2013-04-24,52.879807,268.779999,26.110001,405.206177,30.959999,1578.790039
2013-04-25,53.260632,274.700012,26.139999,403.039307,30.535715,1585.160034
2013-04-26,54.410934,254.809998,26.85,399.213654,30.792856,1582.23999
2013-04-29,56.095947,249.740005,26.98,408.000702,30.715714,1593.609985
2013-04-30,57.747059,253.809998,27.77,410.745422,30.867144,1597.569946
2013-05-01,57.291889,248.229996,27.43,408.683167,30.415714,1582.699951
2013-05-02,58.104408,252.550003,28.969999,413.256012,30.641428,1597.589966
2013-05-03,58.686077,258.049988,28.309999,421.280945,30.492857,1614.420044
2013-05-06,60.085476,255.720001,27.57,429.166382,30.098572,1617.5
2013-05-07,59.818127,257.730011,26.889999,427.014435,29.464285,1625.959961
2013-05-08,60.49369,258.679993,27.120001,435.183838,29.801428,1632.689941
2013-05-09,59.965931,260.160004,27.040001,434.112823,30.915714,1626.670044
2013-05-10,59.46706,263.630005,26.68,438.471497,31.098572,1633.699951
2013-05-13,59.699432,264.51001,26.82,437.126556,32.76857,1633.77002
2013-05-14,58.271084,268.329987,27.07,441.893677,33.424286,1650.339966
2013-05-15,56.300522,266.559998,26.6,456.234924,34.771427,1658.780029
2013-05-16,57.05278,264.119995,26.129999,450.247375,33.861427,1650.469971
2013-05-17,56.879478,269.899994,26.25,452.892456,34.142857,1667.469971
2013-05-20,58.148987,267.630005,25.76,452.568665,34.221428,1666.290039
2013-05-21,57.719688,268.859985,25.66,451.791565,33.869999,1669.160034
2013-05-22,57.941555,262.959991,25.16,443.049347,32.651428,1655.349976
2013-05-23,58.045265,261.799988,25.059999,439.746735,32.311428,1650.51001
2013-05-24,58.440422,261.73999,24.309999,435.029388,32.677143,1649.599976
2013-05-28,57.953369,267.290009,24.1,438.989563,30.598572,1660.060059
2013-05-29,58.414173,265.529999,23.32,432.533752,30.762857,1648.359985
2013-05-30,59.284576,266.829987,24.549999,433.754181,31.808571,1654.410034
2013-05-31,59.04171,269.200012,24.35,433.983337,32.32143,1630.73999
2013-06-03,59.171677,266.880005,23.85,432.195038,31.709999,1640.420044
2013-06-04,58.986561,265.700012,23.52,427.945953,32.187141,1631.380005
2013-06-05,58.435165,267.170013,22.9,428.244843,31.922857,1608.900024
2013-06-06,57.562145,267.829987,22.969999,430.705597,31.105715,1622.560059
2013-06-07,58.001949,276.869995,23.290001,438.222443,31.459999,1643.380005
2013-06-10,57.618603,281.070007,24.33,443.447845,31.561428,1642.810059
2013-06-11,57.449242,274.779999,24.030001,438.262299,30.637142,1626.130005
2013-06-12,56.739006,271.670013,23.77,434.361908,29.662857,1612.52002
2013-06-13,57.233936,275.790009,23.73,436.862518,30.77,1636.359985
2013-06-14,56.458061,273.98999,23.629999,435.8862,30.57,1626.72998
2013-06-17,56.714069,278.059998,24.02,441.470276,32.747143,1639.040039
2013-06-18,56.683868,281.76001,24.209999,448.628418,32.689999,1651.810059
2013-06-19,55.532516,278.160004,24.309999,448.658325,33.187141,1628.930054
2013-06-20,54.72382,273.440002,23.9,440.718079,31.931429,1588.189941
2013-06-21,54.285336,273.359985,24.530001,438.82019,30.985714,1592.430054
2013-06-24,52.846478,270.609985,23.940001,433.270996,30.799999,1573.089966
2013-06-25,52.858284,272.089996,24.25,431.482697,30.414286,1588.030029
2013-06-26,52.259644,277.570007,24.16,435.193787,30.299999,1603.26001
2013-06-27,51.69643,277.549988,24.66,436.8974,30.709999,1613.199951
2013-06-28,52.057472,277.690002,24.879999,438.541229,30.155714,1606.280029
2013-07-01,53.723442,282.100006,24.809999,442.282227,32.040001,1614.959961
2013-07-02,54.940434,283.730011,24.41,439.507629,31.637142,1614.079956
2013-07-03,55.243694,284.029999,24.52,441.559937,31.558571,1615.410034
2013-07-05,54.799957,285.880005,24.370001,445.076752,32.157143,1631.890015
2013-07-08,54.488823,290.589996,24.709999,450.855072,33.299999,1640.459961
2013-07-09,55.447182,291.529999,25.48,450.92981,35.34,1652.319946
2013-07-10,55.234512,292.329987,25.799999,451.303406,34.831429,1652.619995
2013-07-11,56.095722,299.660004,25.809999,458.401794,34.881428,1675.02002
2013-07-12,55.993324,307.549988,25.91,459.776642,36.751427,1680.189941
2013-07-15,56.115402,306.570007,26.280001,460.6185,36.854286,1682.5
2013-07-16,56.477757,306.869995,26.32,458.087982,37.21143,1676.26001
2013-07-17,56.492199,308.690002,26.65,457.559967,38.274284,1680.910034
2013-07-18,56.682552,304.109985,26.18,453.639648,38.058571,1689.369995
2013-07-19,55.788513,305.230011,25.879999,446.625946,37.797142,1692.089966
2013-07-22,55.967068,303.480011,26.049999,453.649597,37.422855,1695.530029
2013-07-23,55.006069,301.059998,26.129999,450.212494,35.751427,1692.390015
2013-07-24,57.831276,298.940002,26.51,449.76416,34.471428,1685.939941
2013-07-25,57.567394,303.399994,34.360001,442.192566,35.248573,1690.25
2013-07-26,57.894299,312.01001,34.009998,441.021942,35.187141,1691.650024
2013-07-29,58.787022,306.100006,35.43,439.487701,34.994286,1685.329956
2013-07-30,59.513016,302.410004,37.630001,443.796539,34.822857,1685.959961
2013-07-31,59.409294,301.220001,36.799999,442.217468,34.925713,1685.72998
2013-08-01,59.954109,305.570007,37.490002,450.421722,35.58857,1706.869995
2013-08-02,60.723431,304.209991,38.049999,451.592316,35.168571,1709.670044
2013-08-05,61.630589,300.98999,39.189999,450.810242,36.262856,1707.140015
2013-08-06,61.079197,300.75,38.549999,446.610992,36.557144,1697.369995
2013-08-07,61.043766,296.910004,38.869999,443.662048,35.601429,1690.910034
2013-08-08,60.922184,295.73999,38.540001,444.6633,35.771427,1697.47998
2013-08-09,60.055271,297.26001,38.5,443.54248,36.107143,1691.420044
2013-08-12,61.761326,296.690002,38.220001,441.101654,36.657143,1689.469971
2013-08-13,64.696358,293.970001,37.02,438.979584,37.027142,1694.160034
2013-08-14,65.876465,291.339996,36.650002,433.280945,37.401428,1685.390015
2013-08-15,65.798477,286.470001,36.560001,428.224915,36.201427,1661.319946
2013-08-16,66.382607,284.820007,37.080002,426.855042,36.98143,1655.829956
2013-08-19,67.097527,285.570007,37.810001,431.20871,37.111427,1646.060059
2013-08-20,66.216072,287.089996,38.41,431.094147,39.041428,1652.349976
2013-08-21,66.386559,284.570007,38.32,433.04184,38.624287,1642.800049
2013-08-22,66.465851,289.730011,38.549999,435.223663,38.535713,1656.959961
2013-08-23,66.209473,290.01001,40.549999,433.480225,39.765713,1663.5
2013-08-26,66.467178,286.209991,41.34,431.577332,40.388573,1656.780029
2013-08-27,64.566856,280.929993,39.639999,423.487671,39.434284,1630.47998
2013-08-28,64.872116,281.579987,40.549999,422.690643,40.48,1634.959961
2013-08-29,64.977844,283.980011,41.279999,426.117798,41.121429,1638.170044
2013-08-30,64.385818,280.980011,41.290001,421.868744,40.558571,1632.969971
2013-09-03,64.565536,288.799988,41.869999,428.583557,41.285713,1639.77002
2013-09-04,65.901581,293.640015,41.779999,434.187561,41.775715,1653.079956
2013-09-05,65.449631,294.100006,42.66,438.137756,42.158573,1655.079956
2013-09-06,65.839439,295.859985,43.950001,438.147705,41.648571,1655.170044
2013-09-09,66.89003,299.709991,44.040001,442.366913,42.021427,1671.709961
2013-09-10,65.366356,300.359985,43.599998,442.675751,44.722858,1683.98999
2013-09-11,61.807571,299.640015,45.040001,446.421692,44.042858,1689.130005
2013-09-12,62.465687,298.859985,44.75,444.862549,43.058571,1683.420044
2013-09-13,61.436237,297.920013,44.310001,442.875,43.664288,1687.98999
2013-09-16,59.48307,296.059998,42.509998,442.222443,43.165714,1697.599976
2013-09-17,60.170254,304.170013,45.07,441.400513,42.792858,1704.76001
2013-09-18,61.407166,312.029999,45.23,449.973389,43.845715,1725.52002
2013-09-19,62.414135,312.059998,45.98,447.517609,43.642857,1722.339966
2013-09-20,61.767937,316.339996,47.490002,449.868774,44.832859,1709.910034
2013-09-23,64.837769,311.48999,47.189999,441.594788,43.148571,1701.839966
2013-09-24,64.634262,314.130005,48.450001,441.76416,43.784286,1697.420044
2013-09-25,63.633884,312.649994,49.459999,436.977112,43.877144,1692.77002
2013-09-26,64.253662,318.119995,50.389999,437.445343,44.787144,1698.670044
2013-09-27,63.795109,316.01001,51.240002,436.558685,44.628571,1691.75
2013-09-30,63.002205,312.640015,50.23,436.31958,44.172855,1681.550049
2013-10-01,64.483612,320.950012,50.419998,441.843872,46.374287,1695
2013-10-02,64.69503,320.51001,50.279999,442.337006,47.247143,1693.869995
2013-10-03,63.88232,314.76001,49.18,436.409241,45.959999,1678.660034
2013-10-04,63.832119,319.040009,51.040001,434.546204,46.751427,1690.5
2013-10-07,64.455856,310.029999,50.52,431.253571,45.451427,1676.119995
2013-10-08,63.555908,303.230011,47.139999,425.241089,43.188572,1655.449951
2013-10-09,64.302559,298.230011,46.77,426.332001,41.204285,1656.400024
2013-10-10,64.705612,305.170013,49.049999,432.498901,43.427143,1692.560059
2013-10-11,65.124519,310.890015,49.110001,434.366882,42.978573,1703.199951
2013-10-14,65.551369,310.700012,49.509998,436.419189,46.337143,1710.140015
2013-10-15,65.900238,306.399994,49.5,439.358185,45.955715,1698.060059
2013-10-16,66.221367,310.48999,51.139999,447.338257,46.125713,1721.540039
2013-10-17,66.669342,310.769989,52.209999,442.735504,47.157143,1733.150024
2013-10-18,67.249496,328.929993,54.220001,503.816559,47.642857,1744.5
2013-10-21,68.897377,326.440002,53.849998,499.776703,50.712856,1744.660034
2013-10-22,68.700493,332.540009,52.68,501.619812,46.074287,1754.670044
2013-10-23,69.373138,326.76001,51.900002,513.779236,47.177143,1746.380005
2013-10-24,70.291588,332.209991,52.450001,510.860168,47.317142,1752.069946
2013-10-25,69.50528,363.390015,51.950001,505.704498,46.861427,1759.77002
2013-10-28,70.0233,358.160004,50.23,505.604858,44.857143,1762.109985
2013-10-29,68.278938,362.700012,49.400002,516.185181,46.757141,1771.949951
2013-10-30,69.365204,361.079987,49.009998,513.286072,45.44857,1763.310059
2013-10-31,69.074471,364.029999,50.209999,513.365784,46.068573,1756.540039
2013-11-01,68.721642,359,49.75,511.602386,47.03857,1761.640015
2013-11-04,69.609665,358.73999,48.220001,511.13913,48.228573,1767.930054
2013-11-05,69.437889,358.890015,50.110001,508.852692,48.785713,1762.969971
2013-11-06,69.241165,356.179993,49.119999,509.465393,47.947144,1770.48999
2013-11-07,68.120621,343.559998,47.560001,502.093018,46.694286,1747.150024
2013-11-08,69.193314,350.309998,47.529999,506.11795,47.842857,1770.609985
2013-11-11,68.992599,354.380005,46.200001,503.408112,48.272858,1771.890015
