Date,AAPL,AMZN,FB,GOOG,NFLX,^GSPC
2013-11-12,69.120201,349.529999,46.610001,504.000885,47.675713,1767.689941
2013-11-13,69.202599,356.220001,48.709999,514.307251,47.897144,1782
2013-11-14,70.203514,367.399994,48.990002,515.682068,48.938572,1790.619995
2013-11-15,69.782166,369.170013,49.009998,514.85022,49.965714,1798.180054
2013-11-18,68.936768,366.179993,45.830002,513.848938,48.824287,1791.530029
2013-11-19,69.059044,364.940002,46.360001,510.685822,48.184284,1787.869995
2013-11-20,68.454254,362.570007,46.43,509.246216,48.502857,1781.369995
2013-11-21,69.270386,368.920013,46.700001,515.104248,49.785713,1795.849976
2013-11-22,69.092285,372.309998,46.23,514.018311,49.692856,1804.76001
2013-11-25,69.61599,376.640015,44.82,521.012146,50.034286,1802.47998
2013-11-26,70.900009,381.369995,45.889999,527.228821,50.742859,1802.75
2013-11-27,72.569504,386.709991,46.490002,529.570068,51.784286,1807.22998
2013-11-29,73.91333,393.619995,47.009998,527.816589,52.257141,1805.810059
2013-12-02,73.269989,392.299988,47.060001,525.271179,51.988571,1800.900024
2013-12-03,75.275764,384.660004,46.73,524.663452,51.848572,1795.150024
2013-12-04,75.100319,385.959991,48.619999,527.114258,50.895714,1792.810059
2013-12-05,75.485786,384.48999,48.34,526.695801,51.151428,1785.030029
2013-12-06,74.438362,386.950012,47.939999,532.937439,50.634285,1805.089966
2013-12-09,75.29039,384.890015,48.84,537.057007,50.810001,1808.369995
2013-12-10,75.173416,387.779999,50.25,540.30481,51.871429,1802.619995
2013-12-11,74.616478,382.190002,49.380001,536.633545,51.997143,1782.219971
2013-12-12,74.507477,381.25,51.830002,532.982239,53.332859,1775.5
2013-12-13,73.695343,384.23999,53.32,528.414368,52.709999,1775.319946
2013-12-16,74.103409,388.970001,53.810001,534.486633,52.330002,1786.540039
2013-12-17,73.769768,387.649994,54.860001,532.932434,53.552856,1781
2013-12-18,73.208862,395.959991,55.57,540.349609,53.748573,1810.650024
2013-12-19,72.370117,395.190002,55.049999,541.081909,53.82,1809.599976
2013-12-20,72.976242,402.200012,55.119999,548.255005,53.667141,1818.319946
2013-12-23,75.776878,402.920013,57.77,555.467957,54.368572,1827.98999
2013-12-24,75.455193,399.200012,57.959999,553.844055,54.055714,1833.319946
2013-12-26,74.954094,404.390015,57.73,556.643555,53.847141,1842.02002
2013-12-27,74.44767,398.079987,55.439999,557.111816,52.5,1841.400024
2013-12-30,73.707298,393.369995,53.709999,552.658508,52.427143,1841.069946
2013-12-31,74.571281,398.790009,54.650002,558.262512,52.595715,1848.359985
2014-01-02,73.52253,397.970001,54.709999,554.481689,51.831429,1831.97998
2014-01-03,71.907555,396.440002,54.560001,550.436829,51.871429,1831.369995
2014-01-06,72.299644,393.630005,57.200001,556.573853,51.367142,1826.77002
2014-01-07,71.782608,398.029999,57.919998,567.303589,48.5,1837.880005
2014-01-08,72.23719,401.920013,58.23,568.484192,48.712856,1837.48999
2014-01-09,71.314728,401.01001,57.220001,563.009705,48.150002,1838.130005
2014-01-10,70.838882,397.660004,57.939999,562.979797,47.44857,1842.369995
2014-01-13,71.209717,390.980011,55.91,559.39325,48.115715,1819.199951
2014-01-14,72.626656,397.540009,57.740002,572.553955,48.279999,1838.880005
2014-01-15,74.084801,395.869995,57.599998,572.165405,47.197144,1848.380005
2014-01-16,73.671394,395.799988,57.189999,575.951172,47.382858,1845.890015
2014-01-17,71.866348,399.609985,56.299999,573.116821,47.148571,1838.699951
2014-01-21,72.982872,407.049988,58.509998,579.677246,46.958572,1843.800049
2014-01-22,73.307205,404.540009,57.509998,580.334778,47.675713,1844.859985
2014-01-23,73.927948,399.869995,56.630001,577.883972,55.531429,1828.459961
2014-01-24,72.584122,387.600006,54.450001,559.81665,55.154285,1790.290039
2014-01-27,73.172943,386.279999,53.549999,548.558838,54.46143,1781.560059
2014-01-28,67.324432,394.429993,55.139999,559.408203,58.110001,1792.5
2014-01-29,66.560143,384.200012,53.529999,551.39325,57.202858,1774.199951
2014-01-30,66.431213,403.01001,61.080002,565.575073,57.810001,1794.189941
2014-01-31,66.540199,358.690002,62.57,588.279968,58.475716,1782.589966
2014-02-03,66.663811,346.149994,61.48,564.598755,57.76857,1741.890015
2014-02-04,67.62883,347.950012,62.75,566.954895,57.987144,1755.199951
2014-02-05,68.133934,346.450012,62.189999,569.465515,57.774284,1751.640015
2014-02-06,68.531052,354.589996,62.16,577.814209,58.272858,1773.430054
2014-02-07,69.489799,361.079987,64.32,586.521545,61.425713,1797.02002
2014-02-10,70.734695,360.869995,63.549999,584.274963,61.491428,1799.839966
2014-02-11,71.666718,361.790009,64.849998,592.867798,61.998573,1819.75
2014-02-12,71.661362,349.25,64.449997,591.129272,61.275715,1819.26001
2014-02-13,72.799271,357.200012,67.330002,597.709656,62.364285,1829.829956
2014-02-14,72.740463,357.350006,67.089996,599.154236,62.215714,1838.630005
2014-02-18,73.007904,353.649994,67.300003,603.179138,62.407143,1840.76001
2014-02-19,71.855263,347.380005,68.059998,598.92511,61.175713,1828.75
2014-02-20,71.023521,349.799988,69.629997,599.806763,62.135715,1839.780029
2014-02-21,70.234596,346.76001,68.589996,599.6474,61.747143,1836.25
2014-02-24,70.542152,351.779999,70.779999,603.991089,63.857143,1847.609985
2014-02-25,69.808067,358.320007,69.849998,607.722107,64.718575,1845.119995
2014-02-26,69.178246,359.799988,69.260002,607.806763,64.112854,1845.160034
2014-02-27,70.558205,360.130005,68.940002,607.328613,64.604286,1854.290039
2014-02-28,70.366982,362.100006,68.459999,605.555237,63.66143,1859.449951
2014-03-03,70.570236,359.779999,67.410004,599.099426,63.655716,1845.72998
2014-03-04,71.035568,363.899994,68.800003,605.186584,64.997147,1873.910034
2014-03-05,71.185341,372.369995,71.57,606.855347,64.785713,1873.810059
2014-03-06,70.970055,372.160004,70.839996,607.527832,64.358574,1877.030029
2014-03-07,70.928604,372.059998,69.800003,605.126831,64.052856,1878.040039
2014-03-10,70.992775,370.529999,72.029999,603.522827,62.849998,1877.170044
2014-03-11,71.684082,368.820007,70.099998,597.754456,62.497143,1867.630005
2014-03-12,71.753624,370.640015,70.879997,601.395813,62.368572,1868.199951
2014-03-13,70.956673,371.51001,68.830002,592.309875,61.437141,1846.339966
2014-03-14,70.159729,373.73999,67.720001,584.210266,60.64143,1841.130005
2014-03-17,70.433861,375.040009,68.739998,593.824219,60.388573,1858.829956
2014-03-18,71.056946,378.769989,69.190002,603.368408,60.035713,1872.25
2014-03-19,71.038239,373.230011,68.239998,597.385864,60.012856,1860.77002
2014-03-20,70.695923,368.970001,66.970001,596.344727,60.610001,1872.01001
2014-03-21,71.253517,360.619995,67.239998,589.311096,57.998573,1866.52002
2014-03-24,72.098618,351.850006,64.099998,576.802979,54.128571,1857.439941
2014-03-25,72.874161,354.709991,64.889999,577.196533,52.977142,1865.619995
2014-03-26,72.177513,343.410004,60.389999,563.87146,53.182858,1852.560059
2014-03-27,71.867294,338.470001,60.970001,556.930969,52.025715,1849.040039
2014-03-28,71.787056,338.290009,60.009998,558.456787,51.267143,1857.619995
2014-03-31,71.770996,336.369995,60.240002,555.445007,50.290001,1872.339966
2014-04-01,72.427544,342.98999,62.619999,565.607117,52.098572,1885.52002
2014-04-02,72.547905,341.959991,62.720001,565.447571,51.84,1890.900024
2014-04-03,72.045128,333.619995,59.490002,568.180054,50.669998,1888.77002
2014-04-04,71.113136,323,56.75,541.652893,48.187141,1865.089966
2014-04-07,69.996613,317.76001,56.950001,536.676575,48.285713,1845.040039
2014-04-08,69.992584,327.070007,58.189999,553.380676,49.841427,1851.959961
2014-04-09,70.91256,331.809998,62.41,562.595398,50.432858,1872.180054
2014-04-10,69.99794,317.109985,59.16,539.468872,47.818573,1833.079956
2014-04-11,69.480453,311.730011,58.529999,529.147217,46.672855,1815.689941
2014-04-14,69.75724,315.910004,58.889999,531.061951,47.368572,1830.609985
2014-04-15,69.259811,316.079987,59.09,534.971252,46.610001,1842.97998
2014-04-16,69.400215,323.679993,59.720001,555.016174,47.344284,1862.310059
2014-04-17,70.193161,324.910004,58.939999,534.632141,49.39143,1864.849976
2014-04-21,71.026222,330.869995,61.240002,527.172668,49.784286,1871.890015
2014-04-22,71.097084,329.320007,63.029999,533.345703,53.271427,1879.550049
2014-04-23,70.167747,324.579987,61.360001,525.497253,50.5,1875.390015
2014-04-24,75.920242,337.149994,60.869999,523.722107,49.152859,1878.609985
2014-04-25,76.477829,303.829987,57.709999,514.766724,46.011429,1863.400024
2014-04-28,79.439636,296.579987,56.139999,515.73407,44.887142,1869.430054
2014-04-29,79.204292,300.380005,58.150002,526.255188,45.695713,1878.329956
2014-04-30,78.904778,304.130005,59.779999,525.218018,46.005714,1883.949951
2014-05-01,79.09066,307.890015,61.150002,529.895203,48.074287,1883.680054
2014-05-02,79.23774,308.01001,60.459999,526.484558,48.664288,1881.140015
2014-05-05,80.358292,310.049988,61.220001,526.364868,49.197144,1884.660034
2014-05-06,79.482452,297.380005,58.529999,513.729553,46.598572,1867.719971
2014-05-07,79.204292,292.709991,57.389999,508.563751,45.791428,1878.209961
2014-05-08,79.063126,288.320007,56.759998,509.600891,45.951427,1875.630005
2014-05-09,78.733696,292.23999,57.240002,517.309753,46.935715,1878.47998
2014-05-12,79.713921,302.859985,59.830002,528.469116,49.349998,1896.650024
2014-05-13,79.838974,304.640015,59.830002,531.630432,49.591427,1897.449951
2014-05-14,79.85376,297.619995,59.23,525.208069,50.26857,1888.530029
2014-05-15,79.174721,295.190002,57.919998,518.556274,49.169998,1870.849976
2014-05-16,80.343224,297.700012,58.02,519.204529,49.982857,1877.859985
2014-05-19,81.295219,296.76001,59.209999,527.411987,52.07143,1885.079956
2014-05-20,81.311363,301.190002,58.560001,528.319519,53.095715,1872.829956
2014-05-21,81.526489,305.01001,60.490002,537.464417,55.799999,1888.030029
2014-05-22,81.655579,304.910004,60.52,543.567627,55.971428,1892.48999
2014-05-23,82.578003,312.23999,61.349998,551.186707,57.478573,1900.530029
2014-05-27,84.124321,310.820007,63.48,564.400452,56.972858,1911.910034
2014-05-28,83.906494,310.160004,63.509998,560.142151,57.32,1909.780029
2014-05-29,85.435349,313.779999,63.830002,558.546509,59.314285,1920.030029
2014-05-30,85.115334,312.549988,63.299999,558.357056,59.689999,1923.569946
2014-06-02,84.530403,308.839996,63.080002,552.41333,60.294285,1924.969971
2014-06-03,85.725792,307.190002,62.869999,543.447937,59.652859,1924.23999
2014-06-04,86.704674,306.779999,63.34,543.168701,60.458572,1927.880005
2014-06-05,87.044861,323.570007,63.189999,552.383423,61.192856,1940.459961
2014-06-06,86.805527,329.670013,62.5,554.806763,61.447144,1949.439941
2014-06-09,88.194534,327.5,62.880001,560.580933,60.441429,1951.27002
2014-06-10,88.712196,332.410004,65.769997,559.015198,61.184284,1950.790039
2014-06-11,88.345131,335.200012,65.779999,557.309875,61.42857,1943.890015
2014-06-12,86.867378,325.910004,64.290001,549.840393,60.349998,1930.109985
2014-06-13,85.91671,326.269989,64.5,550.249268,61.101429,1936.160034
2014-06-16,86.782669,327.619995,64.190002,542.789795,61.465714,1937.780029
2014-06-17,86.669724,325.619995,64.400002,541.523254,63.378571,1941.98999
2014-06-18,86.76384,334.380005,65.599998,551.854858,64.097145,1956.97998
2014-06-19,86.462639,327,64.339996,553.380676,63.055714,1959.47998
2014-06-20,85.568466,324.200012,64.5,554.83667,62.882858,1962.869995
2014-06-23,85.493149,327.23999,65.370003,563.403198,62.78857,1962.609985
2014-06-24,84.975479,324.160004,65.720001,563.074097,62.337143,1949.97998
2014-06-25,85.050781,327.440002,67.440002,577.065674,63.458572,1959.530029
2014-06-26,85.559052,325.690002,67.129997,574.422913,62.80143,1957.219971
2014-06-27,86.5756,324.570007,67.599998,575.659546,63.154285,1960.959961
2014-06-30,87.46978,324.779999,67.290001,573.704895,62.942856,1960.22998
2014-07-01,88.025101,332.390015,68.059998,581.074646,67.585716,1973.319946
2014-07-02,87.987465,332.850006,66.449997,580.740601,66.677139,1974.619995
2014-07-03,88.505142,337.48999,66.290001,583.129028,67.478569,1985.439941
2014-07-07,90.331161,333.549988,65.290001,580.655823,65.802856,1977.650024
2014-07-08,89.747581,323.809998,62.759998,569.526367,63.578571,1963.709961
2014-07-09,89.785233,329.970001,64.970001,574.502686,63.285713,1972.829956
2014-07-10,89.455788,327.920013,64.870003,569.536316,62.650002,1964.680054
2014-07-11,89.625221,346.200012,66.339996,577.594238,62.851429,1967.569946
2014-07-14,90.782951,355.320007,67.900002,583.268616,64.654289,1977.099976
2014-07-15,89.719353,354.440002,67.169998,583.178894,64.155716,1973.280029
2014-07-16,89.211075,355.899994,67.660004,581.064697,63.491428,1981.569946
2014-07-17,87.620369,352.450012,66.410004,572.159119,62.765713,1958.119995
2014-07-18,88.881645,358.660004,68.419998,593.450684,63.452858,1978.219971
2014-07-21,88.420441,359.76001,69.400002,587.856018,64.564285,1973.630005
2014-07-22,89.15461,360.839996,69.269997,593.111633,61.584286,1983.530029
2014-07-23,91.479477,358.140015,71.290001,594.348206,61.128571,1987.01001
2014-07-24,91.328888,358.609985,74.980003,591.725403,60.76857,1987.97998
2014-07-25,91.931259,324.01001,75.190002,587.407288,60.265713,1978.339966
2014-07-28,93.201942,320.410004,74.919998,588.982971,60.665714,1978.910034
2014-07-29,92.599541,320,73.709999,584.006592,60.611427,1969.949951
2014-07-30,92.383072,322.51001,74.68,585.811646,62.05143,1970.069946
2014-07-31,89.982887,312.98999,72.650002,570.034973,60.388573,1930.670044
2014-08-01,90.481758,307.059998,72.360001,564.520081,60.771427,1925.150024
2014-08-04,89.973488,313.649994,73.510002,571.58075,60.385715,1938.98999
2014-08-05,89.531097,312.320007,72.690002,563.522827,60.407143,1920.209961
2014-08-06,89.380486,313.890015,72.470001,564.823303,61.471428,1920.23999
2014-08-07,89.37104,311.450012,73.169998,561.817505,64.238571,1909.569946
2014-08-08,89.616989,316.799988,73.059998,567.212708,63.692856,1931.589966
2014-08-11,90.79937,318.329987,73.440002,566.325134,64.505714,1936.920044
2014-08-12,90.780479,319.320007,72.830002,561.18927,63.772858,1933.75
2014-08-13,91.981789,326.279999,73.769997,573.206238,64.504288,1946.719971
2014-08-14,92.227737,333.209991,74.300003,573.076599,64.410004,1955.180054
2014-08-15,92.68177,333.630005,73.629997,571.909851,65.584282,1955.060059
2014-08-18,93.797981,334.529999,74.589996,580.56604,66.571426,1971.73999
2014-08-19,95.093887,335.130005,75.290001,585.253174,66.878571,1981.599976
2014-08-20,95.131729,335.779999,74.809998,582.889648,67.455711,1986.51001
2014-08-21,95.141182,332.910004,74.57,581.772766,67.435715,1992.369995
2014-08-22,95.841164,331.589996,74.57,580.964966,68.455711,1988.400024
2014-08-25,96.049286,334.019989,75.019997,578.61145,68.704285,1997.920044
2014-08-26,95.434425,341.829987,75.959999,576.277832,68.480003,2000.02002
2014-08-27,96.607376,343.179993,74.629997,569.436584,67.814285,2000.119995
2014-08-28,96.720871,340.019989,73.860001,567.641541,67.887146,1996.73999
2014-08-29,96.957352,339.040009,74.82,570.034973,68.234283,2003.369995
2014-09-02,97.714119,342.380005,76.68,575.749268,68.085716,2002.280029
2014-09-03,93.589867,339,75.830002,576.357605,68.19857,2000.719971
2014-09-04,92.814201,345.950012,75.949997,580.386536,67.524284,1997.650024
2014-09-05,93.61824,346.380005,77.260002,584.475342,67.954285,2007.709961
2014-09-08,93.041229,342.339996,77.889999,588.105347,68.475716,2001.540039
2014-09-09,92.691246,329.75,76.669998,579.419189,68.43,1988.439941
2014-09-10,95.538475,331.329987,77.43,581.503479,69.19857,1995.689941
2014-09-11,95.945229,330.519989,77.919998,579.758301,68.794289,1997.449951
2014-09-12,96.162788,331.190002,77.480003,574.043945,68.078575,1985.540039
2014-09-15,96.134392,323.890015,74.580002,571.530884,65.39286,1984.130005
2014-09-16,95.406036,327.76001,76.080002,578.362122,65.272858,1998.97998
2014-09-17,96.087105,324,76.43,583.168884,64.932854,2001.569946
2014-09-18,96.285759,325,77,587.656616,65.572861,2011.359985
2014-09-19,95.500633,331.320007,77.910004,594.447937,65.360001,2010.400024
2014-09-22,95.59523,324.5,76.800003,585.76178,63.254284,1994.290039
2014-09-23,97.089775,323.630005,78.290001,579.538879,63.414288,1982.77002
2014-09-24,96.247917,328.209991,78.540001,586.380066,64.365715,1998.300049
2014-09-25,92.577736,321.929993,77.220001,573.485474,63.355713,1965.98999
2014-09-26,95.301994,323.209991,78.790001,575.519897,64.10714,1982.849976
2014-09-29,94.696594,321.820007,79,574.781921,64.222855,1977.800049
2014-09-30,95.301994,322.440002,79.040001,575.779175,64.454285,1972.290039
2014-10-01,93.816879,317.459991,76.550003,566.714111,62.685715,1946.160034
2014-10-02,94.497955,318.410004,77.080002,568.519104,64.28286,1946.170044
2014-10-03,94.233101,322.73999,77.440002,573.704895,65.648575,1967.900024
2014-10-06,94.233101,322.200012,77.559998,575.769226,66.211426,1964.819946
2014-10-07,93.410141,316.980011,76.290001,562.196472,65.178574,1935.099976
2014-10-08,95.349274,322.700012,77.519997,570.932495,66.694283,1968.890015
2014-10-09,95.557373,315.369995,75.910004,559.344299,65.945717,1928.209961
2014-10-10,95.283066,311.390015,72.910004,542.999207,64.582855,1906.130005
2014-10-13,94.412827,306.450012,72.989998,531.750061,62.654285,1874.73999
2014-10-14,93.410141,308.309998,73.589996,536.467102,64.160004,1877.699951
2014-10-15,92.265572,305.970001,73.209999,528.578796,64.084282,1862.48999
2014-10-16,91.054794,302.859985,72.629997,523.073914,51.671429,1862.76001
2014-10-17,92.388535,303.640015,75.949997,509.770416,51.012856,1886.76001
2014-10-20,94.365532,306.209991,76.949997,519.41394,51.317142,1904.01001
2014-10-21,96.92897,315.329987,78.690002,525.098328,52.284286,1941.280029
2014-10-22,97.420868,312.970001,78.370003,531.251465,53.521427,1927.109985
2014-10-23,99.161377,313.179993,80.040001,542.490601,54.720001,1950.819946
2014-10-24,99.530258,287.059998,80.669998,538.302063,55.002857,1964.579956
2014-10-27,99.426224,289.970001,80.279999,539.289368,54.200001,1961.630005
2014-10-28,100.968079,295.589996,80.769997,547.397095,55.174286,1985.050049
2014-10-29,101.535629,294.119995,75.860001,547.825928,54.014286,1982.300049
2014-10-30,101.195114,299.070007,74.110001,548.803284,54.144287,1994.650024
2014-10-31,102.15995,305.459991,74.989998,557.549255,56.110001,2018.050049
2014-11-03,103.484245,305.720001,73.879997,553.699829,55.487144,2017.810059
2014-11-04,102.727509,302.809998,75.760002,552.592834,54.682858,2012.099976
2014-11-05,102.97345,296.519989,74.830002,544.425293,54.34,2023.569946
2014-11-06,103.267952,296.640015,75.260002,540.555908,54.757141,2031.209961
2014-11-07,103.562462,299.859985,75.599998,539.528748,54.880001,2031.920044
2014-11-10,103.391457,305.109985,75,545.990967,55.324287,2038.26001
2014-11-11,104.217972,312.01001,74.610001,548.783325,54.650002,2039.680054
2014-11-12,105.690521,311.51001,74.720001,545.811462,54.837143,2038.25
2014-11-13,107.182076,316.480011,74.25,543.88678,54.201427,2039.329956
2014-11-14,108.474121,327.820007,74.879997,542.909424,55.148571,2039.819946
2014-11-17,108.293594,323.049988,74.239998,535.041016,54.44857,2041.319946
2014-11-18,109.699631,324.929993,74.339996,533.565125,54.432858,2051.800049
2014-11-19,108.939629,326.540009,73.330002,535.519714,51.871429,2048.719971
2014-11-20,110.497665,330.540009,73.599998,533.365662,52.591427,2052.75
2014-11-21,110.649666,332.630005,73.75,536.02832,51.468571,2063.5
2014-11-24,112.701721,335.640015,74.010002,537.793518,50.924286,2069.409912
2014-11-25,111.72319,335.040009,75.629997,539.598511,49.855713,2067.030029
2014-11-26,113.053238,333.570007,77.620003,538.890503,50.165714,2072.830078
2014-11-28,112.986725,338.640015,77.699997,540.346497,49.512856,2067.560059
2014-12-01,109.319611,326,75.099998,532.33844,48.830002,2053.439941
2014-12-02,108.901619,326.309998,75.459999,532.288574,50.330002,2066.550049
2014-12-03,110.136658,316.5,74.879997,529.865234,50.73143,2074.330078
2014-12-04,109.718643,316.929993,75.239998,535.838867,50.085712,2071.919922
2014-12-05,109.253128,312.630005,76.360001,523.821838,50.131428,2075.370117
2014-12-08,106.783058,306.640015,76.519997,525.537109,48.497143,2060.310059
2014-12-09,108.417107,312.5,76.839996,531.909668,49.111427,2059.820068
2014-12-10,106.355537,305.839996,76.18,524.619629,47.759998,2026.140015
2014-12-11,106.042046,307.359985,77.730003,526.893433,47.804287,2035.329956
2014-12-12,104.24649,307.320007,77.830002,517.239929,47.782856,2002.329956
2014-12-15,102.821449,306.070007,76.989998,512.39325,46.720001,1989.630005
2014-12-16,101.415398,295.059998,74.690002,494.03363,45.205715,1972.73999
2014-12-17,103.942474,298.880005,76.110001,503.507629,47.664288,2012.890015
2014-12-18,107.020561,297.730011,78.400002,509.700623,47.774284,2061.22998
2014-12-19,106.194031,299.899994,79.879997,514.936218,48.58857,2070.649902
2014-12-22,107.296066,306.540009,81.449997,523.432922,48.097141,2078.540039
2014-12-23,106.916069,306.290009,80.610001,529.137268,48.061428,2082.169922
2014-12-24,106.412552,303.029999,80.769997,527.322266,48.871429,2081.879883
2014-12-26,108.293594,309.089996,80.779999,532.56781,48.578571,2088.77002
2014-12-29,108.217598,312.040009,80.019997,528.877991,48.847141,2090.570068
2014-12-30,106.897041,310.299988,79.220001,528.967712,49.032856,2080.350098
2014-12-31,104.863991,310.350006,78.019997,524.95874,48.80143,2058.899902
2015-01-02,103.86647,308.519989,78.449997,523.373108,49.848572,2058.199951
2015-01-05,100.940392,302.190002,77.190002,512.463013,47.311428,2020.579956
2015-01-06,100.94989,295.290009,76.150002,500.585632,46.501427,2002.609985
2015-01-07,102.36544,298.420013,76.150002,499.727997,46.742859,2025.900024
2015-01-08,106.298531,300.459991,78.18,501.30368,47.779999,2062.139893
2015-01-09,106.412552,296.929993,77.739998,494.811493,47.041428,2044.810059
2015-01-12,103.790474,291.410004,76.720001,491.201416,45.547142,2028.26001
2015-01-13,104.711998,294.73999,76.449997,494.821472,46.255714,2023.030029
2015-01-14,104.312988,293.269989,76.279999,499.498627,46.32,2011.27002
2015-01-15,101.481903,286.950012,74.050003,500.416107,46.251427,1992.670044
2015-01-16,100.693382,290.73999,75.18,506.688873,48.191429,2019.420044
2015-01-20,103.286957,289.440002,76.239998,505.512115,49.828571,2022.550049
2015-01-21,104.075485,297.25,76.739998,516.621643,58.468571,2032.119995
2015-01-22,106.783058,310.320007,77.650002,532.926819,61.205715,2063.149902
2015-01-23,107.334084,312.390015,77.830002,538.471619,62.494286,2051.820068
2015-01-26,107.448074,309.660004,77.5,533.744629,63.794285,2057.090088
2015-01-27,103.685966,306.75,75.779999,517.210022,64.881432,2029.550049
2015-01-28,109.547638,303.910004,76.239998,508.603638,63.208572,2002.160034
2015-01-29,112.958244,311.779999,78,509.26181,63.400002,2021.25
2015-01-30,111.305183,354.529999,75.910004,533.056519,63.114285,1994.98999
2015-02-02,112.701721,364.470001,74.989998,527.03302,63.009998,2020.849976
2015-02-03,112.720718,363.549988,75.400002,527.790955,65.274284,2050.030029
2015-02-04,113.585258,364.75,75.629997,521.328674,64.101425,2041.51001
2015-02-05,114.395966,373.890015,75.610001,526.135498,64.129997,2062.52002
2015-02-06,113.43264,374.279999,74.470001,529.546143,63.48,2055.469971
2015-02-09,114.186127,370.559998,74.440002,526.384827,63.295715,2046.73999
2015-02-10,116.379814,373,75.190002,535.469849,64.849998,2068.590088
2015-02-11,119.107613,375.140015,76.510002,534.502502,64.984283,2068.530029
2015-02-12,120.614594,377.170013,76.230003,541.443481,65.247147,2088.47998
2015-02-13,121.205933,381.829987,75.739998,547.506836,66.585716,2096.98999
2015-02-17,121.921249,375.429993,75.599998,541.353699,67.137146,2100.340088
2015-02-18,122.770134,373.369995,76.709999,538.22229,67.865715,2099.679932
2015-02-19,122.512596,379,79.419998,541.383606,67.800003,2097.449951
2015-02-20,123.514084,383.660004,79.900002,537.474365,68.314285,2110.300049
2015-02-23,126.85228,380.140015,78.839996,530.453613,67.405716,2109.659912
2015-02-24,126.060654,378.589996,78.449997,534.622192,67.839996,2115.47998
2015-02-25,122.836899,385.369995,79.559998,542.38092,68.332855,2113.860107
2015-02-26,124.391541,384.799988,80.410004,553.959106,69.004288,2110.73999
2015-02-27,122.522156,380.160004,78.970001,556.871094,67.844284,2104.5
2015-03-02,123.123016,385.660004,79.75,569.775696,68.60714,2117.389893
2015-03-03,123.380539,384.609985,79.599998,572.069397,67.815712,2107.780029
2015-03-04,122.598434,382.720001,80.900002,571.80011,67.110001,2098.530029
2015-03-05,120.56691,387.829987,81.209999,573.754761,66.807144,2101.040039
2015-03-06,120.748108,380.089996,80.010002,566.130676,64.874283,2071.26001
2015-03-09,121.263153,378.559998,79.440002,567.29248,63.66143,2079.429932
2015-03-10,118.754723,369.51001,77.550003,553.490417,62.151428,2044.160034
2015-03-11,116.589638,366.369995,77.57,549.670898,62.884285,2040.23999
2015-03-12,118.697479,374.23999,78.93,553.989014,64.045715,2065.949951
2015-03-13,117.877243,370.579987,78.050003,545.821472,62.628571,2053.399902
2015-03-16,119.174377,373.350006,78.07,552.99176,60.281429,2081.189941
2015-03-17,121.16777,371.920013,79.360001,549.331787,59.78857,2074.280029
2015-03-18,122.531677,375.140015,80.910004,557.968079,60.445713,2099.5
2015-03-19,121.606522,373.23999,82.75,556.462219,60.744286,2089.27002
2015-03-20,120.080482,378.48999,83.800003,558.825745,61.185715,2108.100098
2015-03-23,121.329918,375.109985,84.43,557.279968,60.714287,2104.419922
2015-03-24,120.833961,374.089996,85.309998,568.628845,62.611427,2091.5
2015-03-25,117.676964,370.959991,82.919998,557.255066,60.25,2061.050049
2015-03-26,118.497215,367.350006,83.010002,553.649963,59.751427,2056.149902
2015-03-27,117.552971,370.559998,83.300003,546.838684,59.252857,2061.02002
2015-03-30,120.528755,374.589996,83.199997,550.518555,60.367142,2086.23999
2015-03-31,118.678413,372.100006,82.220001,546.499573,59.527142,2067.889893
2015-04-01,118.506744,370.26001,81.669998,541.074463,59.017143,2059.689941
2015-04-02,119.527283,372.25,81.559998,534.063721,59.154285,2066.959961
2015-04-06,121.46344,377.040009,82.440002,535.295349,60.330002,2080.620117
2015-04-07,120.185402,374.410004,82.32,535.549622,60.494286,2076.330078
2015-04-08,119.794342,381.200012,82.279999,540.127075,63.049999,2081.899902
2015-04-09,120.709961,383.540009,82.169998,539.299377,62.785713,2091.179932
2015-04-10,121.225006,382.649994,82.040001,538.531433,64.938568,2102.060059
2015-04-13,120.986565,382.359985,83.010002,537.693787,67.811432,2092.429932
2015-04-14,120.46199,385.109985,83.519997,528.937805,68.387146,2095.840088
2015-04-15,120.919792,383.450012,82.709999,531.07196,67.922859,2106.629883
2015-04-16,120.33799,386.040009,82.309998,532.33844,80.292854,2104.98999
2015-04-17,118.983627,375.559998,80.779999,522.615173,81.650002,2081.179932
2015-04-20,121.701889,389.51001,83.089996,533.914124,81.055717,2100.399902
2015-04-21,121.0438,391.179993,83.620003,532.507996,80.062859,2097.290039
2015-04-22,122.674751,389.799988,84.629997,537.888245,79.668571,2107.959961
2015-04-23,123.676208,389.98999,82.410004,545.502319,79.865715,2112.929932
2015-04-24,124.257996,445.100006,81.529999,563.512878,79.771431,2117.689941
2015-04-27,126.518456,438.559998,81.910004,555.369995,80.868568,2108.919922
2015-04-28,124.525078,429.309998,80.68,553.679993,80.437141,2114.76001
2015-04-29,122.693825,429.369995,80.470001,549.080017,80.407143,2106.850098
2015-04-30,119.365135,421.779999,78.769997,537.340027,79.5,2085.51001
2015-05-01,122.989487,422.869995,78.989998,537.900024,79.575714,2108.290039
2015-05-04,122.751053,423.040009,78.809998,540.780029,79.271431,2114.48999
2015-05-05,119.985092,421.190002,77.559998,530.799988,80.792854,2089.459961
